檔名,原始網址,截圖網址,備註
101_10-11.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,
101_12-102_01.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,
102_02.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,https://www.evernote.com/shard/s129/sh/5c8354af-b1dc-4f64-9ccc-3138079c0d16/b1697fd61da19bbc7cb4e82c97affcce
102_03-06.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,https://www.evernote.com/shard/s129/sh/3f83d31e-3924-42d8-ae92-5bdb796f2863/3ed2078d90735398d12c354c14f39c33
102_05-06.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,https://www.evernote.com/shard/s129/sh/0322ef73-d36e-4705-8790-4f1f75320440/e64a8f95886701e928775705329c142d
102_07-08.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,https://www.evernote.com/shard/s129/sh/0322ef73-d36e-4705-8790-4f1f75320440/e64a8f95886701e928775705329c142d
102_08-10.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=2236&data_id=11017,
102_11.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=3197&data_id=14138,https://www.evernote.com/shard/s129/sh/6d60b115-fdb1-4aec-980f-56c025d010db/39b183561be3377d386c651ee70e36bc
102_12.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=3197&data_id=14138,https://www.evernote.com/shard/s129/sh/6d60b115-fdb1-4aec-980f-56c025d010db/39b183561be3377d386c651ee70e36bc
103_01.csv,http://labor.chcg.gov.tw/07other/other01_con.asp?topsn=3197&data_id=14138,https://www.evernote.com/shard/s129/sh/01f1caa7-d96a-4954-84df-29558a9caad5/cbf15b116b2bc83c9b5964b8c639d8d3
